bncc_code,stage,grade,subject,description_pt,description_en
EF05MA12,EF,5º,Matemática,"Resolver problemas que envolvam variação de proporcionalidade direta entre duas grandezas, para associar a quantidade de um produto ao valor a pagar, alterar as quantidades de ingredientes de receitas, ampliar ou reduzir escala em mapas, entre outros.","Solve problems involving direct proportional variation between two quantities, in contexts such as determining the total cost of a given amount of a product, adjusting ingredient quantities in recipes, and enlarging or reducing scale on maps, among others."
EF05MA13,EF,5º,Matemática,"Resolver problemas envolvendo a partilha de uma quantidade em duas partes desiguais, tais como dividir uma quantidade em duas partes, de modo que uma seja o dobro da outra, com compreensão da ideia de razão entre as partes e delas com o todo.",Solve problems involving the partition of a quantity into two unequal parts — such as dividing a quantity into two parts so that one is double the other — demonstrating understanding of the concept of ratio between the parts and between each part and the whole.
EF05MA14,EF,5º,Matemática,"Utilizar e compreender diferentes representações para a localização de objetos no plano, como mapas, células em planilhas eletrônicas e coordenadas geográficas, a fim de desenvolver as primeiras noções de coordenadas cartesianas.","Use and interpret different representations for locating objects in the plane — such as maps, cells in spreadsheets, and geographic coordinates — in order to develop initial understanding of Cartesian coordinates."
EF05MA15,EF,5º,Matemática,"Interpretar, descrever e representar a localização ou movimentação de objetos no plano cartesiano (1º quadrante), utilizando coordenadas cartesianas, indicando mudanças de direção e de sentido e giros.","Interpret, describe, and represent the location or movement of objects in the Cartesian plane (first quadrant) using Cartesian coordinates, indicating changes in direction and orientation and rotations."
EF05MA16,EF,5º,Matemática,"Associar figuras espaciais a suas planificações (prismas, pirâmides, cilindros e cones) e analisar, nomear e comparar seus atributos.","Match three-dimensional figures to their nets (prisms, pyramids, cylinders, and cones), and analyze, name, and compare their attributes."
EF05MA17,EF,5º,Matemática,"Reconhecer, nomear e comparar polígonos, considerando lados, vértices e ângulos, e desenhá-los, utilizando material de desenho ou tecnologias digitais.","Recognize, name, and compare polygons with respect to their sides, vertices, and angles, and draw them using drawing tools or digital technologies."
EF05MA18,EF,5º,Matemática,Reconhecer a congruência dos ângulos e a proporcionalidade entre os lados correspondentes de figuras poligonais em situações de ampliação e de redução em malhas quadriculadas e usando tecnologias digitais.,Recognize the congruence of angles and the proportionality of corresponding sides of polygonal figures in situations of enlargement and reduction on square-grid paper and using digital technologies.
EF06MA14,EF,6º,Matemática,"Reconhecer que a relação de igualdade matemática não se altera ao adicionar, subtrair, multiplicar ou dividir os seus dois membros por um mesmo número e utilizar essa noção para determinar valores desconhecidos na resolução de problemas.","Recognize that a mathematical equality is preserved when the same number is added to, subtracted from, multiplied by, or divided into both sides of the equation, and apply this property to determine unknown values when solving problems."
EF06MA15,EF,6º,Matemática,"Resolver e elaborar problemas que envolvam a partilha de uma quantidade em duas partes desiguais, envolvendo relações aditivas e multiplicativas, bem como a razão entre as partes e entre uma das partes e o todo.","Solve and compose problems involving the partition of a quantity into two unequal parts, encompassing additive and multiplicative relationships as well as the ratio between the parts and between each part and the whole."
EF06MA16,EF,6º,Matemática,"Associar pares ordenados de números a pontos do plano cartesiano do 1º quadrante, em situações como a localização dos vértices de um polígono.",Plot ordered pairs of numbers as points in the first quadrant of the Cartesian plane in contexts such as identifying the vertices of a polygon.
EF06MA17,EF,6º,Matemática,"Quantificar e estabelecer relações entre o número de vértices, faces e arestas de prismas e pirâmides, em função do seu polígono da base, para resolver problemas e desenvolver a percepção espacial.","Quantify and establish relationships among the number of vertices, faces, and edges of prisms and pyramids as a function of their base polygon, in order to solve problems and develop spatial reasoning."
EF06MA18,EF,6º,Matemática,"Reconhecer, nomear e comparar polígonos, considerando lados, vértices e ângulos, e classificá-los em regulares e não regulares, tanto em suas representações no plano como em faces de poliedros.","Recognize, name, and compare polygons with respect to their sides, vertices, and angles; classify them as regular or irregular; and identify these properties both in planar representations and in the faces of polyhedra."
EF06MA19,EF,6º,Matemática,Identificar características dos triângulos e classificá-los em relação às medidas dos lados e dos ângulos.,Identify the properties of triangles and classify them according to their side lengths and angle measures.
